settlement_id,payment_id
sett_3b0ee502aa,pay_241fa824b5
sett_3b0ee502aa,pay_94773c69b2
sett_f528e08a5c,pay_22c5b4ce72
sett_3e48450c73,pay_df383cf639
sett_3e48450c73,pay_2de951a7b1
sett_d05e647490,pay_da6f83783a
sett_7a56ca201a,pay_7c08934b0b
sett_7a56ca201a,pay_7c08934b0b
sett_160b26057f,pay_755f65d1cd
sett_27ee67ee49,pay_4fdc4849f5
sett_a8952d5244,pay_eec66f7ae3
sett_a8952d5244,pay_bed5221025
sett_a8952d5244,pay_248979f068
sett_5ec2b923ca,pay_5f1ab6bb51
sett_07b4be4f47,pay_30343898dd
sett_07b4be4f47,pay_6e25b5ce7e
sett_da2dbc2274,pay_8423301bda
sett_da2dbc2274,pay_e335c2ef18
sett_56f33c48e6,pay_fc5d0bd3e0
sett_56f33c48e6,pay_fc5d0bd3e0
sett_f578e9ba67,pay_940b454c4d
sett_532d2baca2,pay_be62b9b4bf
sett_9d3035abb4,pay_774138f6fa
sett_0d263d37a8,pay_9ae43ec5a4
sett_b0f8396bfd,pay_6a56218443
sett_b0f8396bfd,pay_8fc322154d
sett_b0f8396bfd,pay_a8603a46c9
sett_bd4f53ea2a,pay_fd2a9ec733
sett_f287748cc6,pay_cd4d145ce9
sett_1e62bbfb9b,pay_896fc2153a
sett_e7e3d0efad,pay_edc8e944eb
sett_e7e3d0efad,pay_10115a9480
sett_ed7e00f434,pay_1bdbe718f2
sett_ed7e00f434,pay_070b817b82
sett_08530d47de,pay_2549502a24
sett_08530d47de,pay_d19138af4d
sett_2c8cb67187,pay_dfee40bcf0
sett_bc73b5df57,pay_5aba53d57f
sett_cbf2a2fbec,pay_3806ca4229
sett_cbf2a2fbec,pay_fb14682764
sett_9946d02289,pay_c20bd2df2b
sett_410aedec84,pay_86dcf8be62
sett_410aedec84,pay_664c7f97d7
sett_7d82674399,pay_b2262c5b9c
sett_e5d02cefa4,pay_0047cfd8d1
sett_e5d02cefa4,pay_aa64ec4f8d
sett_e5d02cefa4,pay_91bf21a851
sett_38632ffbf0,pay_d1243d1c72
sett_2ff466a934,pay_345d35d4bb
sett_fde52ab20f,pay_0f0e978d93
sett_f8a8a40d24,pay_9363c4c132
sett_4079f0e4a5,pay_007019bf79
sett_97fbd8c2f3,pay_4284520666
sett_41ac257001,pay_f646951d27
sett_41ac257001,pay_910ffee761
sett_41ac257001,pay_ecbb8ba043
sett_556e0fd542,pay_4b72b539fc
sett_fe948d9b8a,pay_e632941b46
sett_fe948d9b8a,pay_3676315388
sett_fe948d9b8a,pay_9faa7f542a
sett_d60f2f6778,pay_0ce03b3354
sett_6242b56498,pay_bd7155f276
sett_6242b56498,pay_bd7155f276
sett_0e249688cb,pay_5b15b298f8
sett_a8400bf292,pay_c4d8e30b2b
sett_a1804cb9a9,pay_00cec5680a
sett_a1804cb9a9,pay_701afa7e88
sett_c3d2425926,pay_101d6427c9
sett_8f111e0955,pay_d14ea34bd6
sett_b5b20ce613,pay_e9a7c1f95c
sett_b5b20ce613,pay_bd95563a7f
sett_ca802c89a3,pay_73ead9680d
sett_7a5950f138,pay_3c5d8a2160
sett_7a5950f138,pay_0426b956cb
sett_3522d339a3,pay_7ba76a4e88
sett_f8a41a90db,pay_e9878dbc1c
sett_73fef49973,pay_a6f009884f
sett_641d4380b4,pay_c649db10cc
sett_b4ecc5e5fb,pay_c715a88eb3
sett_62596958cf,pay_7eff7ac5e7
sett_c31061e07e,pay_9dbefc37e5
sett_91fb7322a4,pay_490f201517
sett_91fb7322a4,pay_4750f9f28b
sett_da948c1e7c,pay_cccd4aff90
sett_0669d133e7,pay_4db60596f4
sett_8237b59447,pay_f8645e2cce
sett_8237b59447,pay_efa082a9e4
sett_6ec664d535,pay_e1b9c42ac7
sett_cffa1a907a,pay_9023e7a868
sett_d645277949,pay_4d0b10b018
sett_0c667e8e55,pay_2bde6304ac
sett_1d58e93ecb,pay_97cb7665f4
sett_0162d122aa,pay_8c849a9623
sett_3247f592f7,pay_12ea49f247
sett_9ff891e7f7,pay_5f1530fc8b
sett_9ff891e7f7,pay_b8504f7bb0
sett_9ff891e7f7,pay_f38e5eb5a0
sett_b1d71b0016,pay_16d57c8e61
sett_b2344ed7d1,pay_a0d30d69a1
sett_6ad4d3f8c6,pay_da61394005
sett_e16f61002a,pay_8f34243be1
sett_e16f61002a,pay_cac33c1612
sett_63fd35a200,pay_bb3ee964ff
sett_846a73cbb2,pay_39183230b3
sett_c89766145f,pay_7e2eb95670
sett_c89766145f,pay_3a36e8c339
sett_b2a9a51323,pay_986c984bb0
sett_1b522e6aff,pay_fdd4074aa0
sett_1b522e6aff,pay_1f30a8cba0
sett_ce36589175,pay_24c04af375
sett_ce36589175,pay_1dea04f58f
sett_cc124c590e,pay_775355cfdf
sett_cc124c590e,pay_09db3123ce
sett_9c1dfe9f9e,pay_c1cf37b5cd
sett_9c1dfe9f9e,pay_a8cb85940e
sett_182f4644d4,pay_537ecb80ae
sett_182f4644d4,pay_b79040e12e
sett_ccced63064,pay_4182f58bc2
sett_191d42a119,pay_258664de69
sett_6c8f9696ce,pay_215dbdbc55
sett_d56aa9148c,pay_990b37f633
sett_a9d1851e6f,pay_16174f8ce7
sett_895b0c93ae,pay_46da1f62a6
sett_80b8b3c6c9,pay_59f6531551
sett_32d14a1768,pay_a10076aba2
sett_9d43c9403b,pay_2af949626f
sett_43cb21055d,pay_a57417c49a
sett_77a67ae046,pay_3524876a12
sett_fa8400380b,pay_6d9f9a51bf
sett_fa8400380b,pay_900b1e8cbb
sett_4fce725754,pay_d6a70eab70
sett_66cbc2abe8,pay_1dcc6e030b
sett_6bcbb2ce47,pay_bb967b9960
sett_6bcbb2ce47,pay_f8a9a0a172
sett_6bcbb2ce47,pay_2523a1fcc3
sett_9b9afc242a,pay_92f1e3b30c
sett_9b9afc242a,pay_cbbe34b112
sett_ba23776477,pay_a783d0304e
sett_ba23776477,pay_1dc8d7e479
sett_8e200e24c6,pay_29f079de96
sett_87cc12bbc4,pay_7bb770ec97
sett_87cc12bbc4,pay_cb4853b7f0
sett_086c7a1bbf,pay_7a3dd9ed7d
sett_086c7a1bbf,pay_63e3202cb6
sett_086c7a1bbf,pay_a65d9f955b
sett_a795e05dc4,pay_a9d2b9610e
sett_3027f66346,pay_c2a9c41a3b
sett_3027f66346,pay_1cbfb6e7fc
sett_63c0612446,pay_b3db8bff97
sett_63c0612446,pay_3b735a3ced
sett_63c0612446,pay_0ba049ead2
sett_99c065eb12,pay_0d3246c3ca
sett_c29a7cd6cf,pay_815c66edf2
sett_d55a7bc88d,pay_dce95cd4b2
sett_d55a7bc88d,pay_a397a17fff
sett_1775a60725,pay_28078925c2
sett_1775a60725,pay_28078925c2
sett_58f2a72f5f,pay_c4748f960a
sett_58f2a72f5f,pay_5d0ac99637
sett_1d3697de66,pay_ee2ce7281c
sett_de3103ff8e,pay_b0cf973fa0
sett_2cf4c636f4,pay_6f53d27bdc
sett_2cf4c636f4,pay_759779f91d
sett_f394b6b8b8,pay_d72869346c
sett_2840af7f1a,pay_0c617ebd69
sett_fa5c416c98,pay_b08673d55a
sett_fa5c416c98,pay_2e7e75ccb7
sett_736cde8e2c,pay_14720205b2
sett_774f13a63d,pay_d9c470062e
sett_9b9717d967,pay_e578b8096a
sett_79205092ab,pay_7c73e1e8b9
sett_79205092ab,pay_23acbf6bf6
sett_46bcad43a7,pay_45b2b832dd
sett_241ce954c9,pay_4ae767d08c
sett_241ce954c9,pay_69e38969b3
sett_241ce954c9,pay_4730b2e979
sett_1a215e5897,pay_e77e9f8b5f
sett_78e752797e,pay_aee405f06d
sett_03b968126b,pay_ef3256ec4f
sett_03b968126b,pay_ef3256ec4f
sett_ddec9f2751,pay_4c66da5518
sett_4e25437ba6,pay_4730a1b9e6
sett_be5ee2ea6a,pay_f7a3c88b1e
sett_aa39a488b0,pay_0ec76f0b5a
sett_85c6a97ec4,pay_94ffdf5558
sett_5092cad0d5,pay_12add24ea9
sett_5092cad0d5,pay_a9de587940
sett_970cc6c7ea,pay_68fff9702b
sett_58fd5e15e0,pay_32aa715f57
sett_58fd5e15e0,pay_55dd85e5c8
sett_58fd5e15e0,pay_60a92f973e
sett_d1ba04fb08,pay_c902fac4b2
sett_f4149d5fcb,pay_ccffbe240f
sett_2ba9b07568,pay_75556e0b81
sett_c02ce01898,pay_29a6e5f3f9
sett_883d1af1c3,pay_3c0beccaa2
sett_883d1af1c3,pay_3c0beccaa2
sett_883d1af1c3,pay_27b70efaa5
sett_bb9695a924,pay_e5dd20786f
sett_bb9695a924,pay_18f0a6bbb2
sett_a1514d3d1a,pay_f6afb1cb43
sett_46def8598e,pay_b49753f414
sett_44af6bd796,pay_8891db8b8a
sett_c470ea3324,pay_aed237715e
sett_9785990c64,pay_620123d223
sett_94c441d7a3,pay_810bae4935
sett_79abe2e2ca,pay_675b93a01b
sett_79abe2e2ca,pay_ab91f725cd
sett_94fb716770,pay_a188c8d12a
sett_8fbcba1ed0,pay_d4cda0e074
sett_8fbcba1ed0,pay_42216aa38a
sett_4a49dec157,pay_99c84fbfc5
sett_94a14ede7d,pay_631914f9b7
sett_96f1209c29,pay_bd6e3484ee
sett_0726b338bd,pay_1b7f29ccbd
sett_f59d750afe,pay_4d9247136b
sett_95346a01c1,pay_a4a46dbeb1
sett_95346a01c1,pay_a4a46dbeb1
sett_cdc9a3694f,pay_9012486969
sett_3707be79f9,pay_47c4febbe3
sett_3707be79f9,pay_b6341f9a3e
sett_567a667915,pay_9209790e47
sett_1ceb482744,pay_6194bfceb1
sett_8ead917566,pay_209ab7b030
sett_8ead917566,pay_fd44e616e9
sett_fdd5956f30,pay_4100d9bc4f
sett_fdd5956f30,pay_cf166a2b0a
sett_fdd5956f30,pay_0af69e113f
sett_91f4ff583a,pay_2cbcf96853
sett_91f4ff583a,pay_8406d90728
sett_089b5a0dd6,pay_5ffbc76130
sett_bc92c8a285,pay_95a0ee823a
sett_bc92c8a285,pay_4c04885bda
sett_1f596e06b9,pay_545dba7052
sett_9bf9d2311b,pay_f6818e6916
sett_9bf9d2311b,pay_db6df4cba1
sett_b12461762f,pay_d83070272c
sett_6b03466cf0,pay_8624fbb62c
sett_2f3e67e8da,pay_6f97f44f79
sett_80eba03e9c,pay_2dcefd4e3d
sett_46d62caac7,pay_f3a210d674
sett_46d62caac7,pay_0599afac51
sett_aa2bcbaf05,pay_ddc9fea604
sett_2a69322624,pay_706bad5240
sett_f6d811dcb6,pay_efb4d5106e
sett_f6d811dcb6,pay_6277fb0a41
sett_753b659872,pay_446003d3a9
sett_753b659872,pay_f9ccf6168c
sett_51b57a68c7,pay_f0817f6e7d
sett_51b57a68c7,pay_740404dbe6
sett_5a3a37274d,pay_ec0452dc7b
sett_5a3a37274d,pay_1a2e0a5e30
sett_8ec5833c6d,pay_f346a8ef94
sett_2cea2f2903,pay_b2b5461d71
sett_741927bb0b,pay_29f35f7ae5
sett_7a42664ed5,pay_f4d4d5b869
sett_9d4afeb28a,pay_d3e3bed3d5
sett_9d4afeb28a,pay_59f9b47c38
sett_c987063b26,pay_e1241fdb2a
sett_c987063b26,pay_f22356abe1
sett_ae47feab43,pay_2280702099
sett_5d1b8c96e7,pay_3876db1e6e
sett_963a1774aa,pay_d12d4d3842
sett_8574c09f02,pay_792dcf74f1
sett_479bc75e92,pay_d3a72993a2
sett_d43d6d4170,pay_8374817c79
sett_d43d6d4170,pay_f43b9beacb
sett_9089e8d8ea,pay_6255996b70
sett_9089e8d8ea,pay_3dc8925444
sett_c23d478e8f,pay_805361ad2c
sett_e7941c898e,pay_d4e7664016
sett_4548b65fed,pay_3ec84ab83c
sett_94373854f9,pay_67afa1b0f6
sett_bdaeb7a85f,pay_5759c2bc37
sett_0f6aac4192,pay_7ab4c1c29f
sett_6fe52f5bb5,pay_814a861a73
sett_aa9d7dbb2c,pay_a26fca914a
sett_aa9d7dbb2c,pay_a26fca914a
sett_cdbb98f270,pay_2cb359a110
sett_cdbb98f270,pay_d916f15afc
sett_a8853fdde1,pay_2d7398d82c
sett_a8853fdde1,pay_1857c70550
sett_7ae5156e20,pay_900bb769c2
sett_5e34408bf7,pay_cef90f8e30
sett_da7cebdf38,pay_075f33038c
sett_0b02fd8b0b,pay_c2fa0712ee
sett_2007a07470,pay_17e12b307c
sett_2007a07470,pay_37a4591794
sett_248e20516d,pay_3e90403819
sett_248e20516d,pay_7931dd0deb
sett_e54dbf9738,pay_3d83fe4110
sett_f1112512a5,pay_7b39308af0
sett_701ca14173,pay_e8e5f3a4bb
sett_22d1e9e258,pay_9bd8335663
sett_6605a833ce,pay_1ad01dc84f
sett_94fe6ca86b,pay_2de29b6d3c
sett_6e1a33e6eb,pay_474b9f0544
sett_ab004b9e97,pay_0d6ff864f6
sett_71b2092ba8,pay_a4104bd4b5
sett_ef41d7fe72,pay_5bca216b94
sett_ef41d7fe72,pay_b4f1a69bf6
sett_a3dbe0af0d,pay_1eb823e3c3
sett_3d336a7dbd,pay_2223063e45
sett_3d336a7dbd,pay_2d02d4acf0
sett_a8df34f353,pay_9b2fb59da2
sett_522d0ded66,pay_f5049ed38f
sett_522d0ded66,pay_befdba1f78
sett_6abc788a09,pay_c717d04078
sett_6abc788a09,pay_be26b92bc8
sett_5676ecc3fd,pay_05688103f2
sett_d0ed92001a,pay_e402c6700f
sett_878a688841,pay_7ab98c2cde
sett_6c9cb1772e,pay_508917a331
sett_efa0ad918f,pay_94b1248528
sett_efa0ad918f,pay_116b5f9938
sett_25b16fca93,pay_a7e4ca3b7c
sett_158042f72f,pay_abc3e4204a
sett_f147ff6d2e,pay_3e7c135628
sett_3b81e3661e,pay_67ba86f81f
sett_b8857a1cb5,pay_0d6b52557b
sett_447d357ea4,pay_a4e806c366
sett_dcc4ac35e7,pay_4fb8462c49
sett_14a3a38ead,pay_2dc64ab3c1
sett_4041f46f75,pay_cef076b8b9
sett_4041f46f75,pay_9833583577
sett_c52c984727,pay_f4842ff549
sett_c52c984727,pay_2b94d14e9d
sett_93f43c088a,pay_22209a4ee6
sett_5997c2a1e1,pay_a76b51ed75
sett_ee39e0ab45,pay_82313b22e6
sett_b4a000ce25,pay_e8c195d7fa
sett_300eba7177,pay_5995c2f72a
sett_866b8f0b1b,pay_b4ba177376
sett_ec4d1c40ab,pay_d682856cc1
sett_96fc471170,pay_0387f84e2b
sett_02f6337a19,pay_6376c0f809
sett_0f21f1ff5b,pay_5f13f2607d
sett_0f21f1ff5b,pay_a70bc1be41
sett_94c8a1323b,pay_34aa02e50b
sett_f1b1db2601,pay_5319c884d0
sett_3a2d2a0bd1,pay_4c6d74cb82
sett_37b985285e,pay_fd3fd7af96
sett_37b985285e,pay_fd3fd7af96
sett_bfaf41b8ad,pay_7133226252
sett_802d640930,pay_7c094e0522
sett_2395fe2459,pay_3efc0d4b3e
sett_04de4feaa5,pay_a5f407363b
sett_04de4feaa5,pay_abea91c7d5
sett_f9efa30311,pay_71dc21641a
sett_628585f8d7,pay_4d95e70919
sett_628585f8d7,pay_63265fb857
sett_1198ccc954,pay_220e74f667
sett_f9fbdd704c,pay_6153b1bff3
sett_ee1e5ec446,pay_f397d018b0
sett_53d424b61c,pay_4e3b3c61ab
sett_5c1509ac3d,pay_40c2ffd9eb
sett_99fedcce76,pay_f61855423f
sett_05c37db1f7,pay_9045668601
sett_df08c7cd02,pay_520e7f537e
sett_ebbf6c662d,pay_2237225e52
sett_ebbf6c662d,pay_2e53e49acf
sett_f752195691,pay_6a12fbce46
sett_b36cb7d3a8,pay_d9265df8ae
sett_00d21a89c0,pay_6f86c82f69
sett_a079991bca,pay_2044bd0da7
sett_5fecd7201d,pay_0254ae5e49
sett_dccf7e37fb,pay_0597c871f5
sett_dccf7e37fb,pay_bd57b1ab48
sett_e104176f1b,pay_3d6f500433
sett_6f57ef5714,pay_986fddf7cd
sett_48753c0f66,pay_fd2f16f205
sett_679320194d,pay_3302a5ad5f
sett_679320194d,pay_3302a5ad5f
sett_97e8a8bc68,pay_864e9d139b
sett_ba5b08b88a,pay_f39f2cd190
sett_ba5b08b88a,pay_3b9aaf72d3
sett_3c044a8eaf,pay_956f20645c
sett_385b3bce8c,pay_a4e084ef76
sett_d145454919,pay_7e2b6adb3a
sett_c06d452af5,pay_9d7edecc1c
sett_daed30c80c,pay_e3d8644d58
sett_247194b787,pay_81004ac536
sett_c7b053c74a,pay_cb2ec540f4
sett_84c84710c0,pay_2dc4e23333
sett_2846ccd33c,pay_51c35a0e5f
sett_2846ccd33c,pay_51c35a0e5f
sett_6945aca125,pay_c2c3a08d2a
sett_cc7419bb08,pay_c80bd5a9fd
sett_0648490d86,pay_b7aefd058a
sett_92e3744488,pay_1c384a855a
sett_841d995ff3,pay_5b998324e2
sett_ed2176e4ce,pay_fc6bbfe147
sett_61a8147e30,pay_cfa1466563
sett_907db64e9a,pay_b2a9909402
sett_c659ea71d0,pay_4fa1c67de1
sett_729a96ab81,pay_d40ac3d257
sett_f74dc9b7f1,pay_5ff592ba97
sett_22d2e5a692,pay_40d2e216e4
sett_c01038591e,pay_fad43dfc6a
sett_9ed2642268,pay_8386789bc0
sett_9ed2642268,pay_185f33ebdd
sett_73e6a937a3,pay_c813248382
sett_d16f715617,pay_bb2adb7b4b
sett_3d7f7e50cd,pay_7be2a6579c
sett_7c6a58b141,pay_76165ea8a0
sett_db55c64bca,pay_2aa8eee33e
sett_0e050f38d2,pay_4bc7d1e38f
sett_456e8fe58d,pay_61d69bd6da
sett_61bd0c158b,pay_a892ba089f
sett_8d2b07a267,pay_a54cd5dde0
sett_506b5fc106,pay_d6add7c2c4
sett_ccacae83ed,pay_7e9bda68ec
sett_ac0062062a,pay_8990a36008
sett_51572ccad6,pay_106fc27f4f
sett_d461d3647f,pay_ccdcf1308e
sett_7cac7c3b46,pay_da0e5b2b07
sett_36826719a2,pay_1d96c59006
sett_71ecb5b3a9,pay_c836102bd8
sett_f75d79a392,pay_9232bf00e9
sett_f75d79a392,pay_5875c0278d
sett_f75d79a392,pay_b3d454da6d
sett_3602256ad4,pay_9068277963
sett_d7174419b6,pay_d30770b789
sett_65ff3d223a,pay_3f6022a3f4
sett_65ff3d223a,pay_bc96ff9622
sett_89b3921ace,pay_904d413094
sett_c53fe456f1,pay_1cc8b831fc
sett_2ebb516fe0,pay_eb220a3dce
sett_9d720b3bb2,pay_55a6133148
sett_2cbaff1d14,pay_ee3b013459
sett_9ec0257f9e,pay_0821483580
sett_223e54398b,pay_a9d7ace922
sett_f864f8dc45,pay_ca9ac66013
sett_94b1b80216,pay_e8d42f40d2
sett_8bcd7e6844,pay_bf6f143dc3
sett_b133cb9b45,pay_9adef64c15
sett_b133cb9b45,pay_9adef64c15
sett_c06ee861c1,pay_fcc8393ff7
sett_4ffe6ac950,pay_f20d14dcbc
sett_7ad9b6bce4,pay_5de85ae3c4
sett_1eac3644bd,pay_40a3d2b37c
sett_19eaccf69b,pay_97032043b2
sett_610bc52ec5,pay_4bc408b388
sett_9cbb3c14d4,pay_a058d89dbe
sett_29901b904b,pay_cc3b04077a
sett_29901b904b,pay_e8e2f0c9ee
sett_71e9db6ea8,pay_2d9c62b23b
sett_15ef69bf97,pay_78f3a45b14
sett_89cc21271d,pay_71d9c08b3f
sett_835595d3a3,pay_c3f316dea5
sett_3ead66e090,pay_8cebe87356
sett_efb1d13df4,pay_cc45836fcc
sett_efb1d13df4,pay_cc45836fcc
sett_70122f612a,pay_5ebcb4f30f
sett_a32e20214b,pay_e45496b9f3
sett_61318fd565,pay_4bc196e5d2
sett_64fd502e76,pay_84406e1b28
