customer_id,is_fraud,ring_id,pattern
cust_0194,False,,none
cust_0195,False,,none
cust_0196,False,,none
cust_0197,False,,none
cust_0198,False,,none
cust_0199,False,,none
cust_0200,False,,none
cust_0201,True,ring_03,fraud_ring
cust_0202,False,,none
cust_0203,False,,none
cust_0204,False,,none
cust_0205,False,,none
cust_0206,False,,none
cust_0207,False,,none
cust_0208,False,,none
cust_0209,False,,none
cust_0210,False,,none
cust_0211,False,,benign_shared_device
cust_0212,False,,none
cust_0213,False,,none
cust_0214,False,,none
cust_0215,True,ring_02,fraud_ring
cust_0216,False,,none
cust_0217,False,,none
cust_0218,False,,none
cust_0219,False,,none
cust_0220,False,,none
cust_0221,False,,none
cust_0222,False,,none
cust_0223,False,,none
cust_0224,False,,none
cust_0225,False,,none
cust_0226,False,,none
cust_0227,False,,none
cust_0228,False,,none
cust_0229,False,,none
cust_0230,False,,none
cust_0231,False,,none
cust_0232,False,,none
cust_0233,False,,none
cust_0234,False,,none
cust_0235,False,,none
cust_0236,False,,none
cust_0237,False,,none
cust_0238,False,,none
cust_0239,False,,none
cust_0240,False,,none
cust_0241,False,,none
cust_0242,False,,none
cust_0243,False,,none
cust_0244,True,ring_02,fraud_ring
cust_0245,False,,benign_shared_device
cust_0246,False,,none
cust_0247,False,,none
cust_0248,False,,none
cust_0249,False,,none
cust_0250,True,ring_02,fraud_ring
cust_0251,False,,none
cust_0252,False,,none
cust_0253,False,,none
cust_0254,False,,none
cust_0255,False,,benign_shared_device
cust_0256,True,ring_01,fraud_ring
cust_0257,False,,none
cust_0258,False,,none
cust_0259,False,,none
cust_0260,False,,none
cust_0261,True,ring_01,fraud_ring
cust_0262,False,,none
cust_0263,False,,none
cust_0264,False,,none
cust_0265,False,,none
cust_0266,False,,none
cust_0267,False,,none
cust_0268,False,,none
cust_0269,False,,benign_shared_device
cust_0270,False,,benign_shared_device
cust_0271,False,,none
cust_0272,False,,none
cust_0273,True,ring_04,fraud_ring
cust_0274,False,,none
cust_0275,False,,none
cust_0276,True,ring_05,fraud_ring
cust_0277,False,,none
cust_0278,False,,none
cust_0279,False,,none
cust_0280,False,,none
cust_0281,False,,none
cust_0282,False,,none
cust_0283,False,,none
cust_0284,False,,none
cust_0285,False,,none
cust_0286,False,,none
cust_0287,False,,none
cust_0288,False,,none
cust_0289,False,,none
cust_0290,False,,none
cust_0291,False,,none
cust_0292,True,ring_03,fraud_ring
cust_0293,False,,none
cust_0294,False,,none
cust_0295,False,,none
cust_0296,False,,none
cust_0297,False,,none
cust_0298,False,,none
cust_0299,False,,none
cust_0300,False,,none
cust_0301,False,,benign_shared_device
cust_0302,False,,none
cust_0303,False,,none
cust_0304,False,,none
cust_0305,False,,none
cust_0306,False,,none
cust_0307,False,,none
cust_0308,False,,benign_shared_device
cust_0309,False,,none
cust_0310,False,,none
cust_0311,False,,none
cust_0312,False,,benign_shared_device
cust_0313,False,,none
cust_0314,False,,none
cust_0315,False,,none
cust_0316,False,,none
cust_0317,False,,none
cust_0318,True,ring_06,fraud_ring
cust_0319,False,,none
cust_0320,False,,none
cust_0321,False,,none
cust_0322,True,ring_06,fraud_ring
cust_0323,False,,none
cust_0324,False,,none
cust_0325,False,,none
cust_0326,False,,none
cust_0327,False,,none
cust_0328,False,,none
cust_0329,False,,none
cust_0330,False,,none
cust_0331,False,,none
cust_0332,False,,none
cust_0333,False,,none
cust_0334,False,,none
cust_0335,False,,none
cust_0336,False,,none
cust_0337,False,,none
cust_0338,False,,none
cust_0339,False,,none
cust_0340,False,,none
cust_0341,False,,none
cust_0342,False,,none
cust_0343,False,,none
cust_0344,False,,none
cust_0345,False,,none
cust_0346,False,,none
cust_0347,False,,none
cust_0348,False,,none
cust_0349,False,,none
cust_0350,False,,none
cust_0351,False,,none
cust_0352,False,,none
cust_0353,False,,none
cust_0354,False,,none
cust_0355,False,,none
cust_0356,False,,none
cust_0357,False,,none
cust_0358,False,,none
cust_0359,False,,none
cust_0360,False,,none
cust_0361,False,,none
cust_0362,False,,benign_shared_device
cust_0363,False,,none
cust_0364,False,,none
cust_0365,False,,none
cust_0366,False,,none
cust_0367,True,ring_01,fraud_ring
cust_0368,False,,none
cust_0369,False,,none
cust_0370,False,,none
cust_0371,False,,none
cust_0372,False,,none
cust_0373,False,,none
cust_0374,False,,none
cust_0375,False,,none
cust_0376,False,,none
cust_0377,False,,none
cust_0378,False,,none
cust_0379,False,,none
cust_0380,False,,none
cust_0381,False,,none
cust_0382,False,,none
cust_0383,False,,none
cust_0384,False,,none
cust_0385,False,,none
cust_0386,False,,none
cust_0387,False,,none
cust_0388,False,,none
cust_0389,False,,none
cust_0390,False,,none
cust_0391,False,,none
cust_0392,False,,none
cust_0393,False,,none
cust_0394,True,ring_06,fraud_ring
cust_0395,False,,none
cust_0396,False,,none
cust_0397,True,ring_04,fraud_ring
cust_0398,False,,none
cust_0399,False,,benign_shared_device
cust_0400,False,,none
